"INVOICENUMBER";"PRODUCTNUMBER";"PRODUCTDESCRIPTION";"INVOICEDQUANTITY";"SALESPRICE";"LINEAMOUNT";"LINETOTALTAXAMOUNT";"LINETOTALDISCOUNTAMOUNT";"LINETOTALCHARGEAMOUNT"
FCB-06417-00018047;SIJQPZZZ010O_Z_1;"Pelotas Sensei 3 Star X3
Las Pelotas Sensei 3 Star x3 son perfectas para el entrenamiento porque aguantan todos los golpes. Diseñadas en pvc, son de alta durabilidad y tienen una medida de 40 mm. de diámetro.";1.0;1899.0;1569.42;329.58;0.0;0.0
FCB-06417-00018047;SIJQPZZZ011W_Z_1;"Pelotas Sensei 2 Star X6
Divertite y ganá nuevas habilidades con las Pelotas de Ping-Pong Sensei 2 Star x6. Su durabilidad máxima te permitirán un largo entrenamiento sin preocupaciones. Su diseño y textura lisa otorgará un control en cada movimiento.";1.0;1899.0;1569.42;329.58;0.0;0.0
FCB-06417-00018047;SIJQQZZZ004Z_U_1;Set Sensei 2 Paletas+3 Pelotas;1.0;9399.0;7767.77;1631.23;0.0;0.0
FCB-06414-00009515;CRSC11016-C001_42_1;"Zuecos Crocs Crocband
Tus veranos ya no serán iguales con los Zuecos Crocs Crocband. Este calzado hecho con una goma de alta calidad, te acompaña por muchos veranos dándote comodidad y frescura durante todo el tiempo que lo lleves puesto. Están hechos con material Crosslite,";1.0;30999.0;25619.01;5379.99;0.0;0.0
FCB-06474-00017801;NIDJ7665-126_S_1;Buzo Nike Sportswear Collection Essentials;1.0;75499.0;62395.87;13103.13;0.0;0.0
FCB-06474-00017801;NIDC0774-160_8_1;Zapatillas Jordan Air 1 Low;1.0;174999.0;144627.27;30371.73;0.0;0.0
FCB-06592-00016601;TO55828_39_1;"Zapatillas Topper Point Iv
Zapatillas Topper Point Iv";1.0;68599.0;56693.39;11905.61;0.0;0.0
FCB-06592-00016601;PU907947-04_35-39_1;Pack de Medias Puma Bwt Sneaker x2;1.0;5899.0;4875.21;1023.79;0.0;0.0
FCB-06408-00019665;ADHP2383_9_1;"Zapatillas adidas Duramo 10
Zapatillas adidas Duramo 10";1.0;89999.0;74379.34;15619.66;0.0;0.0
FCB-06474-00017802;ADHE6871_S_1;"Remera adidas Trefoil
Remera adidas Trefoil";-1.0;46999.0;-38842.15;-8156.85;0.0;0.0
FCB-06408-00019664;LOCSS210019_39_1;Ojotas Lotto Solar Slide / Ojotas Lotto Solar Slide;-1.0;16999.0;-14048.76;-2950.24;0.0;0.0
FCB-06474-00017802;ADIK4047_S_1;"Remera adidas Adicolor Classics
Remera adidas Adicolor Classics";1.0;46999.0;38842.15;8156.85;0.0;0.0
FCB-06408-00019664;LONISS230306_M_1;"Remera Lotto Smart Summer
Remera Lotto Smart Summer";1.0;19999.0;16528.1;3470.9;0.0;0.0
FCB-06228-00027539;TO25705_44_1;Zapatillas Topper Candun / Zapatillas Topper Candun;-1.0;76699.0;-63387.6;-13311.4;0.0;0.0
FCB-06228-00027539;NIDM8682-001_10.5_1;"Zapatillas Nike Court Vision Mid
Zapatillas Nike Court Vision Mid";1.0;113999.0;94214.05;19784.95;0.0;0.0
FCB-06382-00014018;RI61685AH276_43.44_1;Ojotas Rider Dunas / Ojotas Rider Dunas;-1.0;14899.0;-9727.44;-2585.78;0.0;0.0
FCB-06382-00014018;ADGW6646_10.5_1;Zapatillas adidas Response / Zapatillas adidas Response;-1.0;108999.0;-56931.7;-15133.75;0.0;0.0
FCB-06382-00014018;RI61685AH276_42_1;"Ojotas Rider Dunas
La comodidad y la elegancia pueden ir siempre juntas con las Ojotas Rider Dunas. Hechas en un sintético liviano con forro de EVA que agrega comodidad, mientras que su suela con ranuras, genera un excelente agarre al suelo, evitando deslizamientos. Además";1.0;14899.0;9727.44;2585.78;0.0;0.0
FCB-06382-00014018;ADGW6646_9.5_1;Zapatillas adidas Response;1.0;108999.0;56931.7;15133.75;33150.12;0.0
FCB-06228-00027540;NIBQ5448-007_5.5Y_1;Zapatillas Nike Court Borough Low 2 Infantil (Psv);1.0;86999.0;71900.0;15099.0;0.0;0.0
FCB-06262-00035431;SA11117356513_XL_1;"Remera Saucony Stopwatch Graphic
Remera Saucony Stopwatch Graphic";1.0;31199.0;25784.3;5414.7;0.0;0.0
FCB-06389-00017305;PU384288-30_7.5_1;"Zapatillas Puma Graviton Pro
Zapatillas Puma Graviton Pro";1.0;97999.0;80990.91;17008.09;0.0;0.0
FCB-06228-00027542;NIDD9291-001_8_1;"Zapatillas Nike Quest 5
Zapatillas Nike Quest 5";-1.0;113999.0;-70660.54;-14838.71;0.0;0.0
FCB-06228-00027542;PU376491-30_4.5_1;"Zapatillas Puma Flyer Flex
Las Zapatillas Puma Flyer Flex están diseñadas para los corredores más exigentes. Cuentan con una plataforma Flyer Runner propia de Puma y ranuras flexibles a lo largo de toda su base, además de un revestimiento de goma en el talón y en la puntera para b";1.0;64999.0;26859.09;5640.41;26859.09;0.0
FCB-06228-00027542;PU671144-03_S_1;"Buzo Puma Essentials Big Logo
El Buzo Puma Essentials Big Logo Crew fue diseñado para acompañarte durante todo el día. Su estilo fusiona la rutina deportiva con la urbana en un modelo muy fácil de combinar y muy cómodo de usar, confeccionado con algodón para brindarte mayor comodidad";1.0;26599.0;21982.64;4616.36;0.0;0.0
FCB-06228-00027542;TO172966_UNI_1;"Mochila Topper Match Ii
Mochila Topper Match Ii";1.0;25999.0;21486.78;4512.22;0.0;0.0
FCB-06228-00027542;FIF22L00198-4819_U_1;Pack de medias Fila Logomania;1.0;5799.0;4792.56;1006.44;0.0;0.0
FCB-06262-00035439;ADGW4638_7.5_1;Botines adidas Predator Accuracy.3 Tf / Botines adidas Predator Accuracy.3 Tf;-1.0;114999.0;-95040.5;-19958.5;0.0;0.0
FCB-06262-00035439;NIDV4342-100_7_1;"Botines Nike Tiempo Legend 10 Academy Tf
Botines Nike Tiempo Legend 10 Academy Tf";1.0;119999.0;99172.73;20826.27;0.0;0.0
FCB-06474-00017819;NIFB2269-102_7_1;"Zapatillas Jordan Stadium 90
Zapatillas Jordan Stadium 90";1.0;213999.0;176858.68;37140.32;0.0;0.0
FCB-06592-00016607;NICJ0921-687_S_1;Remera Jordan Jumpman;1.0;38499.0;31817.35;6681.65;0.0;0.0
FCB-06419-00018316;PU388258-03_10_1;"Zapatillas Puma Ca Pro Classic
Zapatillas Puma Ca Pro Classic";1.0;140999.0;87396.07;18353.18;29132.03;0.0
FCB-06592-00016608;PU388265-02_8.5_1;"Zapatillas Puma Mayze
Zapatillas Puma Mayze";1.0;142999.0;88635.74;18613.51;29545.25;0.0
FCB-06262-00035441;LONC2175058YC_25_1;"Zapatillas Lotto Set Ace Amf Xviii Velcro
Zapatillas Lotto Set Ace Amf Xviii Velcro";1.0;44999.0;37189.26;7809.74;0.0;0.0
FCB-06417-00018058;LONASS23901_39-45_1;"Pack De Medias Lotto Flow
Pack De Medias Lotto Flow";1.0;5999.0;4957.85;1041.15;0.0;0.0
FCB-06228-00027551;PU378142-13_1_1;"Zapatillas Puma Soft Enzo Evo Ps
Zapatillas Puma Soft Enzo Evo Ps";1.0;67999.0;56197.52;11801.48;0.0;0.0
FCB-06228-00027551;SMSHAZBZ016GMB_Z_1;"Funda Simbra Simple Jab
Funda Simbra Simple Jab";1.0;6099.0;5040.5;1058.5;0.0;0.0
FCB-06419-00018317;NIAR5004-411_M_1;"Remera Nike Icon Futura
Remera Nike Icon Futura";1.0;33799.0;27933.06;5865.94;0.0;0.0
FCB-06414-00009524;CRSC205434-C6PH_38_1;"Zuecos Crocs Crocband Platform Clog
Lucí el verano con los Zuecos Crocband Platform Clog. Una versión de las clásicas ojotas crocs renovada, con una plataforma que marca tendencia y te destaca entre todos alrededor. El calce relaxed, más amplio y con más espacio para el pie te deja llevar";1.0;36699.0;30329.75;6369.25;0.0;0.0
FCB-06414-00009524;PU392307-04_5_1;"Zapatillas Puma Mayze Metal
Zapatillas Puma Mayze Metal";1.0;158999.0;78842.48;16556.92;52561.65;0.0
FCB-06260-00020560;PU773558-01_L_1;"Campera Puma Cai Prematch Anthem
Campera Puma Cai Prematch Anthem";1.0;114499.0;94627.27;19871.73;0.0;0.0
FCB-06260-00020560;DGDFAVZZ003Z_Z_1;Inflador Dribbling Doble Accion;1.0;6799.0;5619.01;1179.99;0.0;0.0
FCB-06260-00020560;DGDBAVZZ004Z_5_1;"Aro De Basquet Dribbling N°5
Aro De Basquet Dribbling N°5";1.0;19799.0;16362.81;3436.19;0.0;0.0
FCB-06262-00035441;ADIV1922_M_1;"Camiseta adidas Boca Juniors Titular 23/24
Camiseta adidas Boca Juniors Titular 23/24";1.0;74999.0;61982.64;13016.36;0.0;0.0
FCB-06474-00017815;NIDC0774-160_8_1;Zapatillas Jordan Air 1 Low;1.0;174999.0;144627.27;30371.73;0.0;0.0
FCB-06260-00020609;FI11U335X-972_43_1;Zapatillas Fila Euro Jogger Sport / Zapatillas Fila Euro Jogger Sport;-1.0;79989.0;-52224.22;-13882.39;0.0;0.0
FCB-06260-00020609;FI11U335X-972_40_1;Zapatillas Fila Euro Jogger Sport;1.0;79989.0;52224.22;13882.39;0.0;0.0
FCB-06389-00017319;LONC03239008_7.5_1;"Zapatillas Lotto Tech Pro 500
Zapatillas Lotto Tech Pro 500";-1.0;58999.0;-48759.5;-10239.5;0.0;0.0
FCB-06389-00017319;PU379383-01_7_1;"Zapatillas Puma Pro Series
Zapatillas Puma Pro Series";1.0;81999.0;67767.77;14231.23;0.0;0.0
FCB-06389-00017319;TO172552_UNI_1;"Mochila Topper Laptop Ii
Mochila Topper Laptop Ii";1.0;45799.0;37850.41;7948.59;0.0;0.0
FCB-06260-00020623;AM21130941AC_35_1;"Zapatillas Atomik Nasau-xz
Zapatillas Atomik Nasau-xz";1.0;36899.0;30495.04;6403.96;0.0;0.0
FCB-06262-00035459;TO23579_25_1;"Zapatillas Topper X Forcer Velcro Cf
A la tradicional versión de las Zapatillas Topper X-Forcer Infantil, se le suma un nuevo diseño, mezclando lo clásico con lo cómodo para los niños.";1.0;54199.0;44792.56;9406.44;0.0;0.0
FCB-06416-00019414;AM21130941AC_33_1;"Zapatillas Atomik Nasau-xz
Zapatillas Atomik Nasau-xz";1.0;36899.0;24396.69;5123.31;6098.35;0.0
FCB-06416-00019414;AM21130941AC_34_1;"Zapatillas Atomik Nasau-xz
Zapatillas Atomik Nasau-xz";1.0;36899.0;24396.69;5123.31;6098.35;0.0
FCB-06416-00019414;LONC2175048Y9_27_1;"Zapatillas Lotto Set Ace Amf Xviii
Zapatillas Lotto Set Ace Amf Xviii";1.0;44999.0;37189.26;7809.74;0.0;0.0
FCB-06228-00027611;UBU21TW00026-6011_U_1;"Pantorrillera Umbro Mas
Pantorrillera Umbro Mas";1.0;4699.0;3883.47;815.53;0.0;0.0
FCB-06228-00027611;NIDA1176-146_9_1;"Botines Nike Legend 9 Club Fg/mg
Botines Nike Legend 9 Club Fg/mg";1.0;85999.0;71073.55;14925.45;0.0;0.0
FCB-06592-00016645;NIDD8959-113_8.5_1;Zapatillas Nike Air Force 1 07 / Zapatillas Nike Air Force 1 07;-1.0;177999.0;-147106.61;-30892.39;0.0;0.0
FCB-06592-00016645;COD5602401_M_1;"Remera Converse Laces
Remera Converse Laces";1.0;26499.0;19710.0;4139.1;2190.0;0.0
FCB-06592-00016645;PU079651-02_100_1;Mochila Puma Classics Archive;1.0;55999.0;46280.17;9718.83;0.0;0.0
FCB-06592-00016645;CO166585C_6_1;Zapatillas Converse Chuck Taylor All Star Lift Ox;1.0;92499.0;76445.44;16053.56;0.0;0.0
FCB-06592-00016645;PU907947-04_35-39_1;Pack de Medias Puma Bwt Sneaker x2;1.0;5899.0;4875.21;1023.79;0.0;0.0
FCB-06473-00021056;NISX7677-100_M_1;"Pack De Medias Nike Everyday X3
Pack De Medias Nike E";1.0;9499.0;7850.41;1648.59;0.0;0.0
FCB-06473-00021056;ADID6285_7_1;"Zapatillas adidas Vl Court 3.0
Zapatillas adidas Vl Court 3.0";1.0;125999.0;104131.41;21867.59;0.0;0.0
FCB-05003-00000943;KA1321P67W919D_42_1;"Botines Kappa Napoles Fg
Botines Kappa Napoles Fg";1.0;32499.0;26858.68;5640.32;0.0;0.0
FCB-06473-00021057;NICI0919-100_10_1;Zapatillas Nike Air Force 1 Shadow Lb;1.0;219999.0;181817.36;38181.64;0.0;0.0
FCB-05014-00003917;LONISS22032_S_1;"Remera Lotto Dinamico
La Remera Lotto Dinámico está confeccionada en un tejido suave y absorbente para que te mantengas seco y cómodo todo el tiempo, cuenta con un ajuste regular manga corta para mayor comodidad y cuello redondo que te mantendrán enfocado en tu rutina o en tu";2.0;14999.0;12395.87;2603.13;12395.87;0.0
FCB-05036-00003312;InFin;"Intereses Financieros
Intereses punitorios";1.0;8449.74;6983.26;1466.48;0.0;0.0
FCB-05036-00003312;SegVida;"Seguro de vida
Para conceptos de seguro de vida";1.0;2599.92;2148.69;451.23;0.0;0.0
FCB-06417-00017376;OLK54025731PTO-BC_38_1;Ojotas Olympikus Melbourne;1.0;18959.0;15668.6;3290.4;0.0;0.0
FCB-06414-00008899;URNCSS224009_35_1;Ojotas Urbo Slide;1.0;12999.0;10742.97;2256.03;0.0;0.0
FCB-06414-00008899;URNCSS224002_36_1;Sandalias Urbo Buckles;1.0;12999.0;10742.98;2256.02;0.0;0.0
FCB-06421-00008775;REHQ3866M_7.5_1;"Zapatillas Reebok Court Advance Bold
Zapatillas Reebok Court Advance Bold";1.0;79999.0;66114.88;13884.12;0.0;0.0
FCB-06474-00017365;PU389007-02_7_1;"Ojotas Puma Leadcat 2.0
Sol, calor, pileta y las Ojotas Puma Leadcat 2.0 para asegurarte los mejores momentos. Hechas en una goma liviana y resistente que se seca rápidamente. y un diseño que te permite combinar todos los looks. Su estilo con una banda ancha, las vuelve fácil d";1.0;29999.0;24792.56;5206.44;0.0;0.0
FCB-06262-00034332;NIBV2645-010_L_1;"Campera Nike Sportswear
La Campera Nike Sportswear con capucha combina un tejido suave con un estilo urbano sencillo y  versátil para el día a día. Gracias al cierre completo que se cierra hasta la barbilla, es la prenda perfecta para los días fríos.";1.0;86999.0;71900.0;15099.0;0.0;0.0
FCB-06228-00026321;NIDC3728-003_13_1;"Zapatillas Nike Revolution 6 Next Nature
Suma más y más kilómetros con tus Zapatillas Nike Revolution 6 Next Nature, que aportan amortiguación y confort a cada paso que des. Su capellada transpirable y suela diseñada por computadora para una mejor tracción son ideales hasta para los corredores";1.0;96999.0;80164.46;16834.54;0.0;0.0
FCB-06228-00026321;NIFD1244-010_XL_1;"Remera Nike Big Swoosh Lbr
Remera Nike Big Swoosh Lbr";1.0;48799.0;40329.75;8469.25;0.0;0.0
FCB-06262-00034333;NIDQ5234-222_MISC_1;"Bolso Nike Brasilia 9.5
Bolso Nike Brasilia 9.5";1.0;67999.0;56197.52;11801.48;0.0;0.0
FCB-06262-00034333;LONSS19901_1_1;Medias Lotto Classic;2.0;1001.0;1654.55;347.45;0.0;0.0
FCB-06421-00008776;NIDV0788-100_10_1;"Zapatillas Nike Air Force 1 07
Zapatillas Nike Air Force 1 07";1.0;177999.0;147106.61;30892.39;0.0;0.0
FCB-06421-00008776;JL3565_UNICO_1;Gorra Jack Lee Avengers - Loki;1.0;16599.0;13718.18;2880.82;0.0;0.0
FCB-06228-00026322;LONC1906468DB_40_1;Botines Lotto Solista Sof 800 Turf;1.0;35999.0;29751.24;6247.76;0.0;0.0
FCB-06228-00026322;PU906978-21_1_1;"Pack de medias Puma Quarter
El pack de medias Puma Quarter contiene tres pares de medias y están confeccionadas en un 80% de algodón, 15% poliamida y 5% de elastano, lo que te proporciona comodidad y libertad de movimiento durante todo el día. Su diseño incorpora un pequeño PUMA en";1.0;6399.0;5288.43;1110.57;0.0;0.0
FCB-06474-00017367;NIDR0453-100_9_1;"Zapatillas Nike Air Max Pulse
Zapatillas Nike Air Max Pulse";1.0;239999.0;198346.28;41652.72;0.0;0.0
FCB-06262-00034334;PU907374-05_28-34_1;Medias Puma Invisible;1.0;4999.0;4131.4;867.6;0.0;0.0
FCB-06262-00034334;NISX7677-100_S_1;Pack de medias Nike Everyday X3;1.0;9499.0;7850.42;1648.58;0.0;0.0
FCB-06419-00017602;NIDV0788-100_9_1;"Zapatillas Nike Air Force 1 07
Zapatillas Nike Air Force 1 07";1.0;177999.0;147106.62;30892.38;0.0;0.0
FCB-06419-00017602;NISX7678-100_L_1;"Pack de Medias Nike Everyday Lightweight X3
El Pack de Medias Nike Everyday Lightweight x3 contiene tres pares de medias y están confeccionadas en materiales ligeros lo que te proporciona comodidad y libertad de movimiento durante tu jornada. Su diseño incorpora el swoosh en el empeine que llama l";1.0;9499.0;7850.41;1648.59;0.0;0.0
FCB-06419-00017602;NISX7678-964_L_1;"Pack de Medias Nike Everyday Lightweight X3
El Pack de Medias Nike Everyday Lightweight x3 contiene tres pares de medias y están confeccionadas en materiales ligeros lo que te proporciona comodidad y libertad de movimiento durante tu jornada. Su diseño incorpora el swoosh en el empeine que llama l";1.0;9499.0;7850.41;1648.59;0.0;0.0
FCB-06474-00017368;FI1JM01754-066_43_1;"Zapatillas Fila Excursion
Zapatillas Fila Excursion";1.0;109999.0;90908.26;19090.74;0.0;0.0
FCB-06416-00018555;RI6163120974_40_1;"Ojotas Rider Street Slide
El complemento perfecto para tus shorts en esta primavera - verano, las Ojotas Rider Street Slide Ad están diseñadas con un estilo clásico que no te puede faltar. Con una comodidad ligera y fácil de usar, presentan una nueva espuma más suave que se sient";1.0;10199.0;8428.93;1770.07;0.0;0.0
FCB-06389-00016690;PU907947-04_35-39_1;Pack de Medias Puma Bwt Sneaker x2;1.0;5899.0;4875.21;1023.79;0.0;0.0
FCB-06389-00016690;PU907947-01_40-43_1;Pack de Medias Puma Bwt Sneaker x2;1.0;5899.0;4875.21;1023.79;0.0;0.0
FCB-06389-00016690;FIF02R047-5135_39_1;"Zapatillas Fila Racer Advantage
Las zapatillas Fila Racer Advantage son las compañeras perfectas para aquellos corredores que buscan iniciarse en el running aunque también encajan perfecto en entrenamientos y competencias de tiro. Su entresuela de EVA con tecnología ENERGIZED contribuy";1.0;64999.0;53718.18;11280.82;0.0;0.0
FCB-06473-00020025;PU389007-01_7_1;"Ojotas Puma Leadcat 2.0
Sol, calor, pileta y las Ojotas Puma Leadcat 2.0 para asegurarte los mejores momentos. Hechas en una goma liviana y resistente que se seca rápidamente. y un diseño que te permite combinar todos los looks. Su estilo con una banda ancha, las vuelve fácil d";1.0;29999.0;24792.56;5206.44;0.0;0.0
FCB-06261-00042065;LONISS230084_XL_1;Devolucion;-1.0;10999.0;-9090.08;-1908.92;0.0;0.0
FCB-06261-00042065;LONISS230053_XXL_1;"Remera Lotto Smart Summer
Remera Lotto Smart Summer";1.0;14999.0;12395.87;2603.13;0.0;0.0
FCB-06408-00018897;FIF01AT00026-5707_42_1;Devolucion;-1.0;64999.0;-53718.18;-11280.82;0.0;0.0
FCB-06408-00018897;RI83336AD474_37_1;"Ojotas Rider Splash Iv
Ojotas Rider Splash Iv";1.0;14299.0;11817.36;2481.64;0.0;0.0
FCB-06408-00018897;LONC2174317S5_9.5_1;Zapatillas Lotto Runner Plus;1.0;49999.0;41321.49;8677.51;0.0;0.0
FCB-06408-00018897;DGDPAVPU001W5_5_1;Venda elastica Dribbling Bassic;1.0;1099.0;908.26;190.74;0.0;0.0
FCB-06261-00042039;LONIFW230314_L_1;Devolucion;-1.0;18999.0;-12404.3;-3297.35;0.0;0.0
FCB-06261-00042039;LONIFW230314_XL_1;Calza Lotto Msp;1.0;18999.0;12404.3;3297.35;0.0;0.0
FCB-06473-00020022;PU389021-02_5_1;"Zapatillas Puma Slipstream Retro
Zapatillas Puma Slipstream Retro";1.0;161999.0;133883.47;28115.53;0.0;0.0
FCB-06416-00018561;LONISS22111_M_1;Top Lotto Moonrun;1.0;7599.0;6280.17;1318.83;0.0;0.0
FCB-06416-00018561;HYHNIVMA012PU_M_1;"Traje de baño Hydro Blender
El Traje de Baño Hydro Blender brinda un calce perfecto para entrenamientos y tardes en el agua, permitiendo que las más chicas de la familia disfruten a pleno su día. Posee una espalda abierta con tiras cruzadas para mejorar el ajuste y una tela de poli";1.0;20599.0;17023.96;3575.04;0.0;0.0
FCB-06416-00019515;SSNI1240074_M_1;"Remera Set Sport Clasics Coot
Remera Set Sport Clasics Coot";1.0;14599.0;12065.29;2533.71;0.0;0.0
FCB-06382-00014065;DGAVZZ002Z_U_1;"Soga Dribbling Destorcedor NYL
Las cuerdas para saltar Dribbling son ideal para tus comenzar tu rutina aeróbica o para completar tus sesiones de entrenamiento. Confeccionadas en mangos de madera y cuerda de nylon que le proporcionan mayor resistencia y durabilidad. Posee un largo de 2";1.0;5199.0;4296.69;902.31;0.0;0.0
FCB-06228-00027925;NIDX9176-102_7_1;"Zapatillas Nike Gamma Force
Zapatillas Nike Gamma Force";1.0;155999.0;128924.79;27074.21;0.0;0.0
FCB-06228-00027925;PU079943-02_100_1;"Mochila Puma Phase
Mochila Puma Phase";1.0;37499.0;30990.91;6508.09;0.0;0.0
FCB-06228-00027926;TO21883_25_1;"Zapatillas Topper X Forcer Cf
Las Zapatillas Zapatillas Topper X Forcer (Cf)  son ideales para los más chicos de casa, sus cordones  facilitan el ponerlas y quitarlas, la espuma en la suela amortigua sus primeros pasos y la suela les da la estabilidad que necesitan, dándoles mejor tr";1.0;45999.0;38015.7;7983.3;0.0;0.0
FCB-06228-00027926;TO25622_33_1;Zapatillas Topper Raven;1.0;55399.0;45784.3;9614.7;0.0;0.0
FCB-06474-00017934;NICI0919-100_6.5_1;Zapatillas Nike Air Force 1 Shadow Lb;1.0;219999.0;181817.36;38181.64;0.0;0.0
FCB-06474-00017935;ADFM0677_M_1;"Pack De Medias adidas Low Cut
Pack De Medias adidas Low Cut";1.0;9999.0;8263.64;1735.36;0.0;0.0
FCB-06474-00017935;PU392777-01_1.5_1;"Zapatillas Puma Ca Pro Classic Ps
Zapatillas Puma Ca Pro Classic Ps";1.0;69999.0;57850.41;12148.59;0.0;0.0
FCB-06474-00017952;ADID6287_10.5_1;"Zapatillas adidas Court 3.0
Zapatillas adidas Court 3.0";1.0;125999.0;104131.41;21867.59;0.0;0.0
FCB-06474-00017952;COD5542902_OSFA_1;Pack de medias Converse Citrion Sporty;1.0;7499.0;6197.52;1301.48;0.0;0.0
FCB-06417-00018162;TO53207_39_1;"Zapatillas Topper Akron
Zapatillas Topper Akron";1.0;58499.0;48346.28;10152.72;0.0;0.0
FCB-06591-00017744;PU389021-02_10_1;"Zapatillas Puma Slipstream Retro
Zapatillas Puma Slipstream Retro";1.0;161999.0;93718.43;19680.87;40165.04;0.0
FCB-06474-00017953;ADIG0286_5_1;"Zapatillas adidas Forum Bold
Zapatillas adidas Forum Bold";1.0;171999.0;142147.93;29851.07;0.0;0.0
FCB-06592-00016866;PU394170-01_11_1;"Zapatillas Puma Slipstream
Zapatillas Puma Slipstream";1.0;87999.0;72726.45;15272.55;0.0;0.0
FCB-06261-00043131;NIDH5463-904_S_1;"Medias Nike Everyday Plus Cushioned x3
Las Medias Nike Everyday Plus Cushion tienen todo lo necesario para ayudarte en tu rutina de entrenamiento: tecnología de absorción del sudor Dri-FIT, amortiguación adicional debajo del talón y el antepié y sujeción extra en el arco para que mejores tu r";1.0;9999.0;8263.64;1735.36;0.0;0.0
FCB-06261-00043131;LONC2175048MI_34_1;"Zapatillas Lotto Set Ace Amf Xviii
Zapatillas Lotto Set Ace Amf Xviii";1.0;44999.0;37189.26;7809.74;0.0;0.0
FCB-06261-00043131;TO21883_34_1;"Zapatillas Topper X Forcer Cf
Las Zapatillas Zapatillas Topper X Forcer (Cf)  son ideales para los más chicos de casa, sus cordones  facilitan el ponerlas y quitarlas, la espuma en la suela amortigua sus primeros pasos y la suela les da la estabilidad que necesitan, dándoles mejor tr";1.0;45999.0;38015.7;7983.3;0.0;0.0
FCB-06261-00043131;NISX7677-010_L_1;"Pack De Medias Nike Everyday X3
Pack De Medias Nike E";1.0;9499.0;7850.41;1648.59;0.0;0.0
FCB-06592-00016867;NIDZ3323-001_10_1;"Zapatillas Jordan Tatum 1 Old School V3
Zapatillas Jordan Tatum 1 Old School V3";1.0;179999.0;148759.5;31239.5;0.0;0.0
FCB-06416-00019561;PU392398-13_3.5_1;"Zapatillas Puma Cali Dream Lt
Zapatillas Puma Cali Dream Lt";1.0;104999.0;86776.03;18222.97;0.0;0.0
FCB-06416-00019561;NICW4555-012_6.5_1;"Zapatillas Nike Air Max Sc
Zapatillas Nike Air Max Sc";1.0;119999.0;99172.73;20826.27;0.0;0.0
FCB-06592-00016868;PU392781-03_1_1;"Zapatillas Puma Cali Dream Lth
Zapatillas Puma Cali Dream Lth";1.0;69999.0;57850.41;12148.59;0.0;0.0
FCB-06261-00043133;SA14217435105_S_1;"Top Saucony Pinnacle
Top Saucony Pinnacle";1.0;37899.0;31321.49;6577.51;0.0;0.0
FCB-06261-00043133;ADIU8397_M_1;"Medias adidas Argentina
Medias adidas Argentina";1.0;11999.0;7933.22;1665.98;1983.31;0.0
FCB-06261-00043134;DGDVIDCU003BB_XXL_1;Remera Dribbling Termica Micropolar;1.0;11799.0;9751.24;2047.76;0.0;0.0
FCB-06261-00043134;UA1356282-001_L_1;Remera Under Armour Tech Graphic;1.0;7199.0;5949.59;1249.41;0.0;0.0
FCB-06261-00043135;DGDVIEAU005B_M_1;Calza Dribbling Corta Lycra;1.0;6599.0;5453.72;1145.28;0.0;0.0
FCB-06265-00001727;NIDM0113-600_6.5_1;Zapatillas Nike Court Vision Alta / Zapatillas Nike Court Vision Alta;-1.0;119999.0;-78346.46;-20826.27;0.0;0.0
FCB-06265-00001727;NIDM0113-600_6_1;"Zapatillas Nike Court Vision Alta
Las Zapatillas Nike Court Vision Alta, combinan a la perfección estilo básquetbol y moda urbana. Para que tus look se eleve a la cima gracias a su confección en cuero de la parte superior y una suela de espuma elevada que te hace sentir como si tuvieras";1.0;119999.0;78346.46;20826.27;0.0;0.0
FCB-06474-00017960;PU392775-12_7_1;"Zapatillas Puma Ca Pro Classic
Zapatillas Puma Ca Pro Classic";1.0;59999.0;49585.95;10413.05;0.0;0.0
FCB-06474-00017960;ADIE9888_5_1;"Zapatillas adidas Astir
Zapatillas adidas Astir";1.0;160999.0;133057.02;27941.98;0.0;0.0
FCB-06474-00017960;PU392777-12_12_1;"Zapatillas Puma Ca Pro Classic
Zapatillas Puma Ca Pro Classic";1.0;69999.0;57850.41;12148.59;0.0;0.0
FCB-06474-00017960;ADIE9884_5_1;"Zapatillas adidas Nmd W1
Zapatillas adidas Nmd W1";1.0;138999.0;114875.21;24123.79;0.0;0.0
FCB-06474-00017960;NIDR0453-100_9_1;"Zapatillas Nike Air Max Pulse
Zapatillas Nike Air Max Pulse";1.0;239999.0;198346.29;41652.71;0.0;0.0
FCB-06472-00008971;PU392775-01_7_1;"Zapatillas Puma Ca Pro Classic Ac
Zapatillas Puma Ca Pro Classic Ac";1.0;59999.0;49585.95;10413.05;0.0;0.0
FCB-06262-00035682;LONC2175048YA_34_1;"Zapatillas Lotto Set Ace Amf Xviii
Zapatillas Lotto Set Ace Amf Xviii";1.0;44999.0;37189.26;7809.74;0.0;0.0
FCB-06474-00017957;PU906807-01_110_1;"Pack de medias Puma Invisible
El pack de medias Puma invisible contiene 3 pares de medias que podes usar para una máxima comodidad durante todo el día. Confeccionadas en algodón y elastano, su forma anatómica encaja perfectamente en tus pies y zapatillas.";1.0;7499.0;6197.52;1301.48;0.0;0.0
FCB-06474-00017957;ADID6279_4.5_1;"Zapatillas adidas Vl Court 3.0
Zapatillas adidas Vl Court 3.0";1.0;125999.0;104131.41;21867.59;0.0;0.0
