"INVOICENUMBER";"invoicedate";"TOTALINVOICEAMOUNT";"TOTALTAXAMOUNT";"TOTALCHARGEAMOUNT";"INVOICECUSTOMERACCOUNTNUMBER";"INVOICEADDRESSCITY";"WAREHOUSE"
FCB-06228-00028575;2024-02-27 00:00:00.000;58499.35;10152.78;0.0;CL-2841971;"";"014"
FCB-06228-00028576;2024-02-27 00:00:00.000;257597.0;44706.92;0.0;CL-2841996;"";"014"
FCB-06228-00028578;2024-02-27 00:00:00.000;66999.0;11627.93;0.0;CL-2842048;"";"014"
FCB-06228-00028579;2024-02-27 00:00:00.000;15996.0;2776.17;0.0;CL-2842097;"";"014"
FCB-06228-00028580;2024-02-27 00:00:00.000;82599.0;14335.36;0.0;CL-2257744;"";"014"
FCB-06228-00028581;2024-02-27 00:00:00.000;53305.82;9251.42;6865.14;CL-0078960;MUÃ‘IZ;"014"
FCB-06228-00028582;2024-02-27 00:00:00.000;88098.4;15289.8;0.0;CL-2842516;"";"014"
FCB-06228-00028583;2024-02-27 00:00:00.000;9499.0;1648.59;0.0;CL-0869583;"";"014"
FCB-06228-00028585;2024-02-27 00:00:00.000;49998.0;8677.34;0.0;CL-2842605;"";"014"
FCB-06228-00028586;2024-02-27 00:00:00.000;115898.0;20114.53;0.0;CL-0698653;"";"014"
FCB-06228-00028587;2024-02-27 00:00:00.000;9999.0;1735.36;0.0;CL-9999999;Tigre;"014"
FCB-06228-00028588;2024-02-27 00:00:00.000;119998.0;20826.1;0.0;CL-2842665;"";"014"
FCB-06228-00028589;2024-02-27 00:00:00.000;92098.0;15983.95;0.0;CL-2842575;"";"014"
FCB-06228-00028590;2024-02-27 00:00:00.000;59999.0;10413.05;0.0;CL-2842727;"";"014"
FCB-06228-00028591;2024-02-27 00:00:00.000;57039.2;9899.37;0.0;CL-2842836;"";"014"
FCB-06228-00028592;2024-02-27 00:00:00.000;53098.0;9215.36;0.0;CL-2842847;"";"014"
FCB-06228-00028593;2024-02-27 00:00:00.000;149999.0;26032.88;0.0;CL-0661430;"";"014"
FCB-06228-00028595;2024-02-27 00:00:00.000;66999.0;11627.93;0.0;CL-2842916;"";"014"
FCB-06228-00028596;2024-02-27 00:00:00.000;52899.0;9180.82;0.0;CL-2842993;"";"014"
FCB-06228-00028597;2024-02-27 00:00:00.000;53199.0;9232.88;0.0;CL-2843014;"";"014"
FCB-06228-00028599;2024-02-27 00:00:00.000;56599.0;9822.97;0.0;CL-2843061;"";"014"
FCB-06228-00028600;2024-02-27 00:00:00.000;85999.0;14925.45;0.0;CL-2843115;"";"014"
FCB-06228-00028601;2024-02-27 00:00:00.000;20998.0;3644.28;0.0;CL-1935626;"";"014"
FCB-06228-00028602;2024-02-27 00:00:00.000;61099.0;10603.96;0.0;CL-1516396;"";"014"
FCB-06228-00028603;2024-02-27 00:00:00.000;53199.0;9232.88;0.0;CL-9999999;Tigre;"014"
FCB-06228-00028604;2024-02-27 00:00:00.000;62499.0;10846.93;0.0;CL-2451999;"";"014"
FCB-06228-00028605;2024-02-27 00:00:00.000;104999.0;18222.97;0.0;CL-2843301;"";"014"
FCB-06228-00028606;2024-02-27 00:00:00.000;82599.0;14335.36;0.0;CL-2843315;"";"014"
FCB-06228-00028607;2024-02-27 00:00:00.000;44999.0;7809.74;0.0;CL-9999999;Tigre;"014"
FCB-06228-00028608;2024-02-27 00:00:00.000;58999.0;10239.5;0.0;CL-2374179;"";"014"
FCB-06228-00028562;2024-02-26 00:00:00.000;99999.0;17355.2;0.0;CL-2836141;"";"014"
FCB-06228-00028563;2024-02-26 00:00:00.000;84999.0;14751.89;0.0;CL-2836264;"";"014"
FCB-06228-00028564;2024-02-26 00:00:00.000;50998.0;8850.89;0.0;CL-2836296;"";"014"
FCB-06228-00028565;2024-02-26 00:00:00.000;81999.0;14231.23;0.0;CL-2836125;"";"014"
FCB-06228-00028566;2024-02-26 00:00:00.000;28999.0;5032.88;0.0;CL-0824913;"";"014"
FCB-06228-00028567;2024-02-26 00:00:00.000;58999.0;10239.5;0.0;CL-2836551;"";"014"
FCB-06228-00028568;2024-02-26 00:00:00.000;104999.0;18222.97;0.0;CL-0836340;"";"014"
FCB-06228-00028569;2024-02-26 00:00:00.000;42372.75;7353.95;0.0;CL-1801492;"";"014"
FCB-06228-00028570;2024-02-26 00:00:00.000;54999.0;9545.28;0.0;CL-0661757;"";"014"
FCB-06228-00028639;2024-02-28 00:00:00.000;93298.61;16192.32;0.0;CL-1540758;"";"014"
FCB-06228-00028640;2024-02-28 00:00:00.000;51399.0;8920.49;0.0;CL-2846951;"";"014"
FCB-06228-00028641;2024-02-28 00:00:00.000;29999.0;5206.44;0.0;CL-2846957;"";"014"
FCB-06228-00028642;2024-02-28 00:00:00.000;57039.2;9899.37;0.0;CL-2846967;"";"014"
FCB-06228-00028643;2024-02-28 00:00:00.000;99999.0;17355.2;0.0;CL-2847020;"";"014"
FCB-06228-00028644;2024-02-28 00:00:00.000;49999.0;8677.51;0.0;CL-2847026;"";"014"
FCB-06228-00028645;2024-02-28 00:00:00.000;14499.0;2516.36;0.0;CL-2847049;"";"014"
FCB-06228-00028646;2024-02-28 00:00:00.000;98497.0;17094.52;0.0;CL-1897586;"";"014"
FCB-06228-00028647;2024-02-28 00:00:00.000;54696.4;9492.76;0.0;CL-0943281;"";"014"
FCB-06228-00028648;2024-02-28 00:00:00.000;84999.0;14751.89;0.0;CL-2271474;"";"014"
FCB-06228-00028649;2024-02-28 00:00:00.000;50298.0;8729.4;0.0;CL-1511532;"";"014"
FCB-06228-00028650;2024-02-28 00:00:00.000;104998.0;18222.79;0.0;CL-0774371;"";"014"
FCB-06228-00028651;2024-02-28 00:00:00.000;56898.0;9874.86;0.0;CL-0157487;SAN FERNANDO;"014"
FCB-06228-00028652;2024-02-28 00:00:00.000;39999.61;6942.08;0.0;CL-2847309;"";"014"
FCB-06228-00028609;2024-02-27 00:00:00.000;44999.0;7809.74;0.0;CL-1662505;"";"014"
FCB-06228-00028610;2024-02-27 00:00:00.000;84998.61;14751.82;0.0;CL-2843440;"";"014"
FCB-06228-00028611;2024-02-27 00:00:00.000;0.0;0.0;0.0;CL-9999999;Tigre;"014"
FCB-06228-00028612;2024-02-27 00:00:00.000;227297.0;39448.24;0.0;CL-0643069;"";"014"
FCB-06228-00028613;2024-02-27 00:00:00.000;47599.0;8260.98;0.0;CL-1435438;"";"014"
FCB-06228-00028614;2024-02-27 00:00:00.000;93165.75;16169.26;18403.93;CL-0576542;"";"014"
FCB-06228-00028615;2024-02-27 00:00:00.000;110947.16;19255.29;0.0;CL-2844011;"";"014"
FCB-06228-00028616;2024-02-27 00:00:00.000;70999.0;12322.14;0.0;CL-2104282;"";"014"
FCB-06228-00028617;2024-02-27 00:00:00.000;122797.0;21311.88;0.0;CL-2844057;"";"014"
FCB-06228-00028618;2024-02-27 00:00:00.000;89999.0;15619.66;0.0;CL-0392956;"";"014"
FCB-06228-00028621;2024-02-27 00:00:00.000;70999.0;12322.14;0.0;CL-2844299;"";"014"
FCB-06228-00028622;2024-02-27 00:00:00.000;129999.0;22561.81;0.0;CL-2842271;"";"014"
FCB-06228-00028623;2024-02-27 00:00:00.000;-0.01;0.0;0.0;CL-9999999;Tigre;"014"
FCB-06228-00028624;2024-02-27 00:00:00.000;54899.0;9527.93;0.0;CL-2844356;"";"014"
FCB-06228-00028625;2024-02-27 00:00:00.000;29299.0;5084.95;0.0;CL-2844390;"";"014"
FCB-06228-00028626;2024-02-27 00:00:00.000;33599.0;5831.23;0.0;CL-9999999;Tigre;"014"
FCB-06228-00028627;2024-02-27 00:00:00.000;39999.61;6942.08;0.0;CL-9999999;Tigre;"014"
FCB-06228-00028628;2024-02-27 00:00:00.000;44999.0;7809.74;0.0;CL-2844713;"";"014"
FCB-06228-00028629;2024-02-27 00:00:00.000;53299.0;9250.24;0.0;CL-2844752;"";"014"
FCB-06228-00028630;2024-02-27 00:00:00.000;63299.0;10985.78;0.0;CL-0858501;"";"014"
FCB-06228-00028631;2024-02-27 00:00:00.000;89998.0;15619.49;0.0;CL-2762735;"";"014"
FCB-06228-00028632;2024-02-27 00:00:00.000;90598.0;15723.62;0.0;CL-2010426;"";"014"
FCB-06228-00028633;2024-02-27 00:00:00.000;19999.0;3470.9;0.0;CL-0308604;"";"014"
FCB-06228-00028634;2024-02-27 00:00:00.000;29999.0;5206.44;0.0;CL-1949827;"";"014"
FCB-06228-00028635;2024-02-27 00:00:00.000;137999.0;23950.24;0.0;CL-0011149;"";"014"
FCB-06228-00028636;2024-02-27 00:00:00.000;58999.0;10239.5;0.0;CL-0866001;"";"014"
FCB-06228-00028637;2024-02-27 00:00:00.000;51397.5;8920.23;0.0;CL-0146586;MUÃ‘IZ;"014"
FCB-06228-00028638;2024-02-27 00:00:00.000;105998.0;18396.35;0.0;CL-2845085;"";"014"
FCB-06228-00028653;2024-02-28 00:00:00.000;75998.0;13189.74;0.0;CL-0608319;"";"014"
FCB-06228-00028654;2024-02-28 00:00:00.000;84999.0;14751.89;0.0;CL-2095216;JOSE LEON SUAREZ;"014"
FCB-06228-00028655;2024-02-28 00:00:00.000;53999.4;9371.8;0.0;CL-0737103;"";"014"
FCB-06228-00028656;2024-02-28 00:00:00.000;54999.0;9545.28;0.0;CL-1692423;"";"014"
FCB-06228-00028657;2024-02-28 00:00:00.000;89998.0;15619.49;0.0;CL-2536972;"";"014"
FCB-06228-00028658;2024-02-28 00:00:00.000;128097.0;22231.71;0.0;CL-1787508;"";"014"
FCB-06228-00028659;2024-02-28 00:00:00.000;53199.0;9232.88;0.0;CL-9999999;Tigre;"014"
FCB-06228-00028660;2024-02-28 00:00:00.000;114694.0;19905.57;0.0;CL-2847484;"";"014"
FCB-06228-00028661;2024-02-28 00:00:00.000;44999.0;7809.74;0.0;CL-1627011;"";"014"
FCB-06228-00028662;2024-02-28 00:00:00.000;32199.0;5588.26;0.0;CL-0481383;"";"014"
FCB-06228-00028663;2024-02-28 00:00:00.000;45247.65;7852.9;0.0;CL-9999999;Tigre;"014"
FCB-06228-00028664;2024-02-28 00:00:00.000;39999.61;6942.08;0.0;CL-9999999;Tigre;"014"
FCB-06228-00028665;2024-02-28 00:00:00.000;53299.0;9250.24;0.0;CL-2267938;"";"014"
FCB-06228-00028666;2024-02-28 00:00:00.000;39999.0;6941.98;0.0;CL-2847866;"";"014"
FCB-06228-00028667;2024-02-28 00:00:00.000;44999.0;7809.74;0.0;CL-1002066;"";"014"
FCB-06228-00028668;2024-02-28 00:00:00.000;81999.0;14231.23;0.0;CL-1630509;"";"014"
FCB-06228-00028669;2024-02-28 00:00:00.000;39999.61;6942.08;0.0;CL-2847968;"";"014"
FCB-06228-00028670;2024-02-28 00:00:00.000;73599.2;12773.41;0.0;CL-2090796;"";"014"
FCB-06228-00028671;2024-02-28 00:00:00.000;99098.4;17198.9;0.0;CL-2847985;"";"014"
FCB-06228-00028674;2024-02-28 00:00:00.000;65998.0;11454.2;0.0;CL-0708429;"";"014"
FCB-06228-00028675;2024-02-28 00:00:00.000;31199.0;5414.7;0.0;CL-2152382;"";"014"
FCB-06228-00028676;2024-02-28 00:00:00.000;3499.0;607.26;0.0;CL-9999999;Tigre;"014"
FCB-06228-00028677;2024-02-28 00:00:00.000;35999.0;6247.76;0.0;CL-2848128;"";"014"
FCB-06228-00028678;2024-02-28 00:00:00.000;180998.0;31412.88;0.0;CL-2848145;"";"014"
FCB-06228-00028679;2024-02-28 00:00:00.000;14999.5;2603.22;0.0;CL-2525581;"";"014"
FCB-06228-00028680;2024-02-28 00:00:00.000;39999.61;6942.08;0.0;CL-2848218;"";"014"
FCB-06228-00028681;2024-02-28 00:00:00.000;45999.0;7983.3;0.0;CL-2397315;"";"014"
FCB-06228-00028682;2024-02-28 00:00:00.000;45999.0;7983.3;0.0;CL-2848242;"";"014"
FCB-06228-00028683;2024-02-28 00:00:00.000;44999.0;7809.74;0.0;CL-2607667;"";"014"
FCB-06228-00028684;2024-02-28 00:00:00.000;92998.0;16140.15;0.0;CL-1859709;"";"014"
FCB-06228-00028685;2024-02-28 00:00:00.000;70999.0;12322.14;0.0;CL-0955912;"";"014"
FCB-06228-00028686;2024-02-28 00:00:00.000;16198.0;2811.22;0.0;CL-2848333;"";"014"
FCB-06228-00028687;2024-02-28 00:00:00.000;291997.0;50677.17;0.0;CL-0874998;"";"014"
FCB-06228-00028688;2024-02-28 00:00:00.000;52899.0;9180.82;0.0;CL-9999999;Tigre;"014"
FCB-06228-00028689;2024-02-28 00:00:00.000;120598.0;20930.23;0.0;CL-9999999;Tigre;"014"
FCB-06228-00028690;2024-02-28 00:00:00.000;50897.61;8833.47;0.0;CL-0990547;"";"014"
FCB-06228-00028691;2024-02-28 00:00:00.000;82599.0;14335.36;0.0;CL-2848509;"";"014"
FCB-06228-00028692;2024-02-28 00:00:00.000;115998.0;20131.88;0.0;CL-2848648;"";"014"
FCB-06228-00028694;2024-02-28 00:00:00.000;72249.15;12539.11;0.0;CL-9999999;Tigre;"014"
FCB-06228-00028695;2024-02-28 00:00:00.000;82599.0;14335.36;0.0;CL-0570584;"";"014"
FCB-06228-00028696;2024-02-28 00:00:00.000;44999.0;7809.74;0.0;CL-2848723;"";"014"
FCB-06228-00028697;2024-02-28 00:00:00.000;0.0;0.0;0.0;CL-9999999;Tigre;"014"
FCB-06228-00028698;2024-02-28 00:00:00.000;50798.0;8816.18;0.0;CL-1908600;"";"014"
FCB-06228-00028699;2024-02-28 00:00:00.000;32199.0;5588.26;0.0;CL-0042782;"";"014"
FCB-06228-00028702;2024-02-28 00:00:00.000;53199.0;9232.88;0.0;CL-2650419;"";"014"
FCB-06228-00028703;2024-02-28 00:00:00.000;94298.0;16365.77;0.0;CL-2849058;"";"014"
FCB-06228-00028704;2024-02-28 00:00:00.000;102798.0;17840.98;0.0;CL-2849123;"";"014"
FCB-06228-00028705;2024-02-28 00:00:00.000;44999.0;7809.74;0.0;CL-1755452;"";"014"
FCB-06228-00028706;2024-02-28 00:00:00.000;79999.22;13884.16;0.0;CL-2849185;"";"014"
FCB-06228-00028707;2024-02-28 00:00:00.000;53424.28;9271.98;6880.4;CL-2671313;"";"014"
FCB-06228-00028708;2024-02-28 00:00:00.000;84999.0;14751.89;0.0;CL-0523618;"";"014"
FCB-06228-00028709;2024-02-28 00:00:00.000;80698.4;14005.51;0.0;CL-2118817;"";"014"
FCB-06228-00028710;2024-02-28 00:00:00.000;52999.0;9198.17;0.0;CL-2849353;"";"014"
FCB-06228-00028711;2024-02-28 00:00:00.000;74699.0;12964.29;0.0;CL-1003669;"";"014"
FCB-06228-00028712;2024-02-28 00:00:00.000;52798.0;9163.29;0.0;CL-2826409;"";"014"
FCB-06228-00028713;2024-02-28 00:00:00.000;39999.61;6942.08;0.0;CL-2849524;"";"014"
FCB-06228-00028714;2024-02-28 00:00:00.000;126898.0;22023.62;0.0;CL-1141058;EL TALAR;"014"
FCB-06228-00028715;2024-02-28 00:00:00.000;49900.0;8660.33;0.0;CL-2376539;"";"014"
FCB-06228-00028716;2024-02-28 00:00:00.000;99697.0;17302.79;0.0;CL-0861063;"";"014"
FCB-06228-00028717;2024-02-28 00:00:00.000;52997.61;9197.93;0.0;CL-1551962;"";"014"
FCB-06228-00028718;2024-02-28 00:00:00.000;70999.0;12322.14;0.0;CL-2849678;"";"014"
FCB-06228-00028719;2024-02-28 00:00:00.000;76348.5;13250.57;0.0;CL-2849746;"";"014"
FCB-06228-00028720;2024-02-28 00:00:00.000;33599.0;5831.23;0.0;CL-0306470;BOULOGNE;"014"
FCB-06228-00028721;2024-02-28 00:00:00.000;36899.0;6403.96;0.0;CL-1598525;"";"014"
FCB-06228-00028722;2024-02-28 00:00:00.000;98298.0;17059.98;0.0;CL-2849800;"";"014"
FCB-06228-00028723;2024-02-28 00:00:00.000;44999.0;7809.74;0.0;CL-2849812;"";"014"
FCB-06228-00028724;2024-02-28 00:00:00.000;79999.0;13884.12;0.0;CL-2849842;"";"014"
FCB-06228-00028725;2024-02-28 00:00:00.000;58999.0;10239.5;0.0;CL-2849848;"";"014"
FCB-06228-00028726;2024-02-28 00:00:00.000;39999.61;6942.08;0.0;CL-9999999;Tigre;"014"
FCB-06228-00028727;2024-02-28 00:00:00.000;84998.61;14751.82;0.0;CL-0919914;"";"014"
FCB-06228-00028728;2024-02-28 00:00:00.000;67899.0;11784.12;0.0;CL-9999999;Tigre;"014"
FCB-06228-00028729;2024-02-28 00:00:00.000;54899.0;9527.93;0.0;CL-2849867;"";"014"
FCB-06228-00028731;2024-02-28 00:00:00.000;173197.0;30058.98;0.0;CL-2850029;"";"014"
FCB-06228-00028732;2024-02-28 00:00:00.000;45099.0;7827.1;0.0;CL-2850045;"";"014"
FCB-06228-00028733;2024-02-28 00:00:00.000;74999.0;13016.36;0.0;CL-0902216;"";"014"
FCB-06228-00028734;2024-02-28 00:00:00.000;79999.22;13884.16;0.0;CL-9999999;Tigre;"014"
FCB-06228-00028736;2024-02-28 00:00:00.000;39999.61;6942.08;0.0;CL-9999999;Tigre;"014"
FCA-05035-00000009;2024-02-14 00:00:00.000;219999.0;38181.64;0.0;CL-2778173;"";"035"
FCA-05036-00000019;2024-01-03 00:00:00.000;93480.79;18275.0;0.0;CL-2579631;Parque Avellaneda;"036"
FCA-05049-00000021;2024-01-05 00:00:00.000;203139.48;37851.05;0.0;CL-2592788;REMEDIOS DE ESCALADA;"049"
FCA-06226-00000163;2024-01-02 00:00:00.000;31155.95;7189.83;0.0;CL-1507917;Ciudad Autonoma Buenos Aires;"014"
FCA-06226-00000170;2024-02-23 00:00:00.000;77299.0;13415.53;0.0;CL-2820518;VILLA BALLESTER;"014"
FCA-06227-00000266;2024-02-21 00:00:00.000;69999.0;12148.59;0.0;CL-1330119;CARAPACHAY;"014"
FCA-06227-00000267;2024-02-21 00:00:00.000;69999.0;12148.59;0.0;CL-1330119;CARAPACHAY;"014"
FCA-06227-00000262;2024-02-20 00:00:00.000;53999.0;9371.73;0.0;CL-2807986;San Isidro;"014"
FCA-06227-00000260;2024-02-18 00:00:00.000;53098.14;10619.63;0.0;CL-1202933;VILLA BALLESTER;"014"
FCA-06227-00000254;2024-02-06 00:00:00.000;118206.23;22878.63;0.0;CL-2738388;ACASSUSO;"014"
FCA-06227-00000252;2024-01-30 00:00:00.000;15232.22;3332.05;0.0;CL-2709766;RINCON DE MILBERG;"014"
FCA-06227-00000250;2024-01-25 00:00:00.000;34999.0;6074.21;0.0;CL-0683712;provincia Buenos Aires;"014"
FCA-06228-00000212;2024-01-28 00:00:00.000;270243.8;54048.76;0.0;CL-2702776;BARRIO EMIR RAMON JUAREZ;"014"
FCA-06228-00000228;2024-02-24 00:00:00.000;172105.41;31611.2;0.0;CL-2276642;VILLA SAENZ PEÃ‘A;"014"
FCA-06226-00000168;2024-02-12 00:00:00.000;121065.05;26851.0;0.0;CL-2768395;Pilar;"014"
FCA-06226-00000169;2024-02-12 00:00:00.000;7747.42;1549.49;0.0;CL-1397533;"";"014"
FCA-06226-00000172;2024-02-27 00:00:00.000;114465.26;21780.84;0.0;CL-2845335;"";"014"
FCA-06226-00000171;2024-02-26 00:00:00.000;212996.0;36966.25;0.0;CL-2837858;BENAVIDEZ;"014"
FCA-06226-00000167;2024-01-28 00:00:00.000;55637.27;11091.82;0.0;CL-2704116;CASTELAR;"014"
FCA-06226-00000166;2024-01-27 00:00:00.000;194883.63;35794.95;0.0;CL-0567196;Ciudad Autonoma Buenos Aires;"014"
FCA-06226-00000164;2024-01-15 00:00:00.000;119045.92;23809.18;0.0;CL-0513900;Malvinas Argentinas;"014"
FCA-06226-00000165;2024-01-15 00:00:00.000;72311.98;14462.39;0.0;CL-0513900;Malvinas Argentinas;"014"
FCA-06227-00000246;2024-01-19 00:00:00.000;134998.5;23429.49;0.0;CL-2661037;SAN ANDRES;"014"
FCA-06227-00000245;2024-01-04 00:00:00.000;81222.1;16760.12;0.0;CL-1045577;SIERRA GRANDE;"014"
FCA-06227-00000251;2024-01-27 00:00:00.000;30676.62;6710.5;0.0;CL-0724306;CABA;"014"
FCA-06227-00000249;2024-01-24 00:00:00.000;34635.31;7363.41;0.0;CL-1199981;HURLINGHAM;"014"
FCA-06227-00000248;2024-01-21 00:00:00.000;32498.0;5640.15;0.0;CL-2670188;ALBARDON;"014"
FCA-06227-00000247;2024-01-20 00:00:00.000;27243.26;4765.33;0.0;CL-2665670;BARRIO PARQUE LELOIR;"014"
FCA-06227-00000255;2024-02-06 00:00:00.000;68228.23;14924.92;0.0;CL-2741232;VILLA BALLESTER;"014"
FCA-06227-00000253;2024-02-04 00:00:00.000;31198.15;5414.55;0.0;CL-2729808;Ciudad Autonoma Buenos Aires;"014"
FCA-06227-00000257;2024-02-11 00:00:00.000;51977.33;9581.46;0.0;CL-2765614;LOMA HERMOSA;"014"
FCA-06227-00000256;2024-02-10 00:00:00.000;104284.11;18170.06;0.0;CL-2759861;San Antonio De Areco;"014"
FCA-06227-00000258;2024-02-13 00:00:00.000;51317.49;9798.48;0.0;CL-2774282;Temperley;"014"
FCA-06227-00000259;2024-02-17 00:00:00.000;107602.22;20826.24;0.0;CL-2795973;Munro;"014"
FCA-06227-00000261;2024-02-20 00:00:00.000;87136.18;16062.63;0.0;CL-2806512;MARTINEZ;"014"
FCA-06227-00000263;2024-02-21 00:00:00.000;63299.0;10985.78;0.0;CL-1854641;LA LONJA;"014"
FCA-06227-00000264;2024-02-21 00:00:00.000;64998.7;11280.77;0.0;CL-1330119;CARAPACHAY;"014"
FCA-06227-00000265;2024-02-21 00:00:00.000;81999.0;14231.23;0.0;CL-1330119;CARAPACHAY;"014"
FCA-06227-00000269;2024-02-24 00:00:00.000;236596.0;41062.12;0.0;CL-1069502;CABA;"014"
FCA-06227-00000268;2024-02-22 00:00:00.000;70264.84;13736.41;0.0;CL-2815168;CABA;"014"
FCA-06228-00000225;2024-02-23 00:00:00.000;45742.79;8553.53;0.0;CL-2823388;BECCAR;"014"
FCA-06228-00000226;2024-02-23 00:00:00.000;54186.91;10019.04;6978.61;CL-2823388;BECCAR;"014"
FCA-06228-00000223;2024-02-21 00:00:00.000;157025.56;31655.85;0.0;CL-0655483;MARTIN CORONADO;"014"
FCA-06228-00000222;2024-02-19 00:00:00.000;17504.76;3456.0;0.0;CL-2803452;Ciudad de Buenos Aires;"014"
FCA-06228-00000221;2024-02-18 00:00:00.000;96999.0;16834.54;0.0;CL-2800354;VILLA SANTOS TESEI;"014"
FCA-06228-00000218;2024-02-13 00:00:00.000;194998.2;33842.66;0.0;CL-2770939;Ciudad Autonoma Buenos Aires;"014"
FCA-06228-00000219;2024-02-13 00:00:00.000;45899.0;7965.94;0.0;CL-1787661;VICENTE LOPEZ;"014"
FCA-06228-00000220;2024-02-16 00:00:00.000;79998.0;13883.95;0.0;CL-2789467;"";"014"
FCA-06228-00000215;2024-02-10 00:00:00.000;17817.17;3272.54;0.0;CL-2761556;CABA;"014"
FCA-06228-00000216;2024-02-11 00:00:00.000;41321.28;8264.26;0.0;CL-1009333;MARTIN CORONADO;"014"
FCA-06228-00000217;2024-02-11 00:00:00.000;109138.45;21123.57;0.0;CL-1202226;"";"014"
FCA-06228-00000213;2024-01-31 00:00:00.000;52899.0;9180.82;0.0;CL-2713869;Ã‘ANDUBAYSAL;"014"
FCA-06228-00000214;2024-02-03 00:00:00.000;61999.0;10760.16;0.0;CL-2727351;BENAVIDEZ;"014"
FCA-06228-00000204;2024-01-07 00:00:00.000;48174.19;9166.75;0.0;CL-2602238;DON TORCUATO;"014"
FCA-06228-00000202;2024-01-05 00:00:00.000;45293.82;8766.54;0.0;CL-2156172;PILAR;"014"
FCA-06228-00000211;2024-01-18 00:00:00.000;137538.35;24524.09;0.0;CL-2656421;"";"014"
FCA-06228-00000208;2024-01-16 00:00:00.000;50358.32;9615.34;0.0;CL-2643943;TIGRE;"014"
FCA-06228-00000209;2024-01-16 00:00:00.000;20544.42;4016.32;0.0;CL-2643964;GARIN;"014"
FCA-06228-00000210;2024-01-17 00:00:00.000;80751.6;17367.31;0.0;CL-0757395;BARRIO PARQUE LELOIR;"014"
FCA-06228-00000207;2024-01-14 00:00:00.000;82641.77;15453.34;0.0;CL-2634944;VILLA ADELINA;"014"
FCA-06228-00000206;2024-01-13 00:00:00.000;117296.49;23082.44;0.0;CL-0423162;CASEROS;"014"
FCA-06228-00000205;2024-01-11 00:00:00.000;57665.09;11384.92;0.0;CL-0717184;VILLA DE MAYO;"014"
FCA-06228-00000227;2024-02-24 00:00:00.000;66280.85;13967.63;0.0;CL-2825322;CABA;"014"
FCA-06228-00000229;2024-02-27 00:00:00.000;54186.91;10019.04;6978.61;CL-2823388;BECCAR;"014"
FCA-06228-00000230;2024-02-27 00:00:00.000;39098.3;6785.66;0.0;CL-2842587;"";"014"
FCA-06228-00000231;2024-02-28 00:00:00.000;206692.03;37272.34;0.0;CL-0602870;Hurlingham;"014"
FCA-06260-00000173;2024-02-03 00:00:00.000;151238.66;27272.54;0.0;CL-0663406;Ciudad Autonoma Buenos Aires;"036"
FCA-06260-00000168;2024-01-22 00:00:00.000;83929.66;16244.45;0.0;CL-2675424;Barrio Norte;"036"
FCA-06260-00000169;2024-01-22 00:00:00.000;131803.55;22875.0;0.0;CL-2676358;CARCARAÑA;"036"
FCA-06260-00000170;2024-01-22 00:00:00.000;168166.96;32548.45;0.0;CL-2113066;Flores;"036"
FCA-06260-00000171;2024-01-27 00:00:00.000;184899.0;32089.91;0.0;CL-2698853;Ciudad Autonoma Buenos Aires;"036"
FCA-06260-00000172;2024-02-03 00:00:00.000;22617.15;4436.16;0.0;CL-0753951;Ciudad Autonoma Buenos Aires;"036"
FCA-06260-00000174;2024-02-04 00:00:00.000;1041322.31;214876.12;0.0;CL-0551106;Ciudad de Buenos Aires;"036"
FCA-06260-00000175;2024-02-04 00:00:00.000;1041322.31;214876.12;0.0;CL-0551106;Ciudad de Buenos Aires;"036"
FCA-06260-00000176;2024-02-08 00:00:00.000;52051.68;9904.57;0.0;CL-2366100;DAIREAUX;"036"
FCA-06260-00000163;2024-01-14 00:00:00.000;179996.0;31238.98;0.0;CL-0481180;Ciudad Autonoma Buenos Aires;"036"
FCA-06260-00000164;2024-01-14 00:00:00.000;127072.33;24594.64;0.0;CL-2635009;Parque Chacabuco;"036"
FCA-06260-00000165;2024-01-14 00:00:00.000;82699.8;16006.41;0.0;CL-2635009;Parque Chacabuco;"036"
FCA-06260-00000166;2024-01-14 00:00:00.000;71529.55;13844.43;0.0;CL-2635009;Parque Chacabuco;"036"
FCA-06260-00000167;2024-01-17 00:00:00.000;244549.73;51990.89;0.0;CL-2340269;"";"036"
FCA-06260-00000181;2024-02-24 00:00:00.000;15989.6;3594.58;0.0;CL-0834244;"";"036"
FCA-06260-00000182;2024-02-24 00:00:00.000;133222.12;25784.93;0.0;CL-0446794;Ciudad Autonoma Buenos Aires;"036"
FCA-06260-00000183;2024-02-24 00:00:00.000;48799.0;8469.25;0.0;CL-2830005;Ciudad Autonoma Buenos Aires;"036"
FCA-06260-00000179;2024-02-22 00:00:00.000;79933.88;15471.07;0.0;CL-0895452;Ciudad de Buenos Aires;"036"
FCA-06260-00000180;2024-02-22 00:00:00.000;79933.88;15471.07;0.0;CL-0895452;Ciudad de Buenos Aires;"036"
FCA-06260-00000178;2024-02-19 00:00:00.000;119023.75;21463.3;0.0;CL-0832138;Ciudad Autonoma Buenos Aires;"036"
FCA-06260-00000177;2024-02-10 00:00:00.000;83006.22;16065.72;0.0;CL-2762040;Parque Avellaneda;"036"
FCA-06261-00000421;2024-02-28 00:00:00.000;165398.0;28705.44;0.0;CL-2847645;Caba;"036"
